,const,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,rooms_per_household,population_per_household,bedrooms_per_room,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN
19014,1.0,-121.98,38.36,30.0,140.0,35.0,103.0,35.0,4.163,4.0,2.942857142857143,0.25,1,0,0,0
3459,1.0,-118.44,34.3,38.0,1595.0,314.0,1181.0,327.0,3.4,4.877675840978593,3.611620795107034,0.19686520376175548,0,0,0,0
12773,1.0,-121.43,38.62,36.0,1765.0,438.0,1008.0,382.0,2.0639,4.62041884816754,2.6387434554973823,0.2481586402266289,1,0,0,0
14602,1.0,-117.16,32.8,37.0,422.0,79.0,211.0,80.0,3.0625,5.275,2.6375,0.1872037914691943,0,0,0,1
15587,1.0,-116.61,33.04,11.0,2522.0,538.0,616.0,269.0,3.875,9.37546468401487,2.2899628252788102,0.21332275971451228,1,0,0,0
3312,1.0,-122.7,38.97,17.0,2554.0,540.0,723.0,319.0,3.2375,8.006269592476489,2.2664576802507836,0.211433046202036,1,0,0,0
16605,1.0,-120.67,35.63,8.0,2690.0,410.0,1085.0,381.0,4.2841,7.060367454068241,2.847769028871391,0.1524163568773234,0,0,0,0
4534,1.0,-118.21,34.03,45.0,1860.0,472.0,1893.0,456.0,2.6573,4.078947368421052,4.151315789473684,0.2537634408602151,0,0,0,0
16277,1.0,-121.26,37.94,43.0,1610.0,412.0,1409.0,365.0,1.7574,4.410958904109589,3.8602739726027395,0.25590062111801243,1,0,0,0
5994,1.0,-117.72,34.09,33.0,4979.0,934.0,2575.0,874.0,3.7958,5.696796338672769,2.946224256292906,0.18758786905001004,1,0,0,0
16087,1.0,-122.48,37.73,38.0,3195.0,828.0,2410.0,778.0,3.1359,4.10668380462725,3.0976863753213366,0.2591549295774648,0,0,0,1
4427,1.0,-118.25,34.07,16.0,719.0,225.0,801.0,218.0,2.3942,3.2981651376146788,3.6743119266055047,0.3129346314325452,0,0,0,0
20286,1.0,-119.17,34.17,32.0,1567.0,304.0,1482.0,308.0,3.5867,5.087662337662338,4.811688311688312,0.19400127632418634,0,0,0,1
14238,1.0,-117.09,32.71,12.0,3375.0,945.0,2357.0,808.0,1.5,4.176980198019802,2.917079207920792,0.28,0,0,0,1
11705,1.0,-120.1,39.17,33.0,1849.0,384.0,218.0,92.0,1.7083,20.097826086956523,2.369565217391304,0.20767982693347756,1,0,0,0
13533,1.0,-117.33,34.17,5.0,4718.0,1140.0,2564.0,1056.0,2.9877,4.46780303030303,2.428030303030303,0.24162780839338702,1,0,0,0
15369,1.0,-117.25,33.38,16.0,3536.0,765.0,2007.0,687.0,3.0,5.1470160116448325,2.921397379912664,0.21634615384615385,0,0,0,0
12395,1.0,-116.33,33.72,11.0,12327.0,2000.0,2450.0,1139.0,7.4382,10.822651448639157,2.151009657594381,0.16224547740731726,1,0,0,0
9777,1.0,-121.12,36.21,16.0,1720.0,473.0,1427.0,291.0,2.1107,5.9106529209622,4.903780068728523,0.275,0,0,0,0
2116,1.0,-119.72,36.75,11.0,4832.0,993.0,2190.0,888.0,2.6611,5.441441441441442,2.4662162162162162,0.2055049668874172,1,0,0,0
17977,1.0,-121.97,37.31,25.0,5775.0,1225.0,3580.0,1138.0,3.9187,5.07469244288225,3.145869947275923,0.21212121212121213,0,0,0,0
11495,1.0,-118.03,33.7,15.0,3244.0,421.0,1259.0,413.0,7.7854,7.854721549636804,3.0484261501210654,0.12977805178791615,0,0,0,0
1879,1.0,-119.94,38.92,24.0,1258.0,216.0,235.0,96.0,4.6,13.104166666666666,2.4479166666666665,0.17170111287758347,1,0,0,0
4843,1.0,-118.29,34.03,27.0,1084.0,287.0,1085.0,279.0,2.135,3.8853046594982077,3.888888888888889,0.26476014760147604,0,0,0,0
14598,1.0,-117.18,32.81,19.0,6823.0,1509.0,3784.0,1509.0,3.1032,4.521537442014579,2.5076209410205434,0.22116371097757584,0,0,0,1
8857,1.0,-118.39,34.07,45.0,3143.0,553.0,1153.0,564.0,5.7762,5.572695035460993,2.0443262411347516,0.1759465478841871,0,0,0,0
16737,1.0,-122.41,37.7,23.0,1817.0,400.0,1376.0,382.0,2.4113,4.7565445026178015,3.602094240837696,0.2201430930104568,0,0,1,0
8161,1.0,-118.13,33.82,37.0,1530.0,290.0,711.0,283.0,5.1795,5.406360424028269,2.512367491166078,0.1895424836601307,0,0,0,0
333,1.0,-122.17,37.74,43.0,818.0,193.0,494.0,179.0,2.4776,4.569832402234637,2.7597765363128492,0.23594132029339854,0,0,1,0
3659,1.0,-118.4,34.21,45.0,972.0,181.0,554.0,187.0,4.8194,5.197860962566845,2.962566844919786,0.18621399176954734,0,0,0,0
15855,1.0,-122.43,37.73,52.0,1029.0,205.0,461.0,212.0,5.0782,4.85377358490566,2.1745283018867925,0.19922254616132168,0,0,1,0
475,1.0,-122.28,37.86,49.0,2932.0,668.0,1361.0,608.0,1.9798,4.822368421052632,2.2384868421052633,0.22783083219645292,0,0,1,0
17271,1.0,-119.71,34.4,27.0,3782.0,771.0,1742.0,751.0,4.0451,5.03595206391478,2.3195739014647137,0.20386039132734002,0,0,0,1
18885,1.0,-122.23,38.1,46.0,4143.0,895.0,2240.0,847.0,2.4201,4.8913813459268,2.644628099173554,0.2160270335505672,0,0,1,0
5051,1.0,-118.34,34.01,35.0,1359.0,359.0,655.0,341.0,2.5568,3.9853372434017595,1.9208211143695015,0.26416482707873434,0,0,0,0
19397,1.0,-120.83,37.79,16.0,893.0,164.0,548.0,155.0,3.6875,5.7612903225806456,3.535483870967742,0.18365061590145576,1,0,0,0
18095,1.0,-122.05,37.33,21.0,2052.0,346.0,933.0,351.0,5.3167,5.846153846153846,2.658119658119658,0.16861598440545808,0,0,0,0
15703,1.0,-122.43,37.79,52.0,3522.0,938.0,1319.0,887.0,4.3986,3.9706877113866965,1.4870349492671928,0.2663259511641113,0,0,1,0
10002,1.0,-121.07,39.04,9.0,2374.0,372.0,884.0,333.0,4.5042,7.129129129129129,2.6546546546546548,0.15669755686604886,1,0,0,0
14399,1.0,-117.25,32.75,37.0,1189.0,377.0,645.0,377.0,2.4672,3.1538461538461537,1.7108753315649867,0.3170731707317073,0,0,0,1
10992,1.0,-117.81,33.73,23.0,3056.0,556.0,1508.0,555.0,4.7273,5.506306306306306,2.717117117117117,0.18193717277486912,0,0,0,0
12596,1.0,-121.48,38.53,43.0,1378.0,280.0,708.0,280.0,2.3542,4.921428571428572,2.5285714285714285,0.20319303338171263,1,0,0,0
1330,1.0,-121.88,38.01,9.0,5329.0,1284.0,2827.0,1202.0,2.7374,4.433444259567388,2.3519134775374377,0.24094576843685495,1,0,0,0
13341,1.0,-117.66,34.02,11.0,3358.0,504.0,1690.0,482.0,6.7544,6.966804979253112,3.5062240663900415,0.15008933889219775,1,0,0,0
11583,1.0,-118.04,33.76,25.0,4061.0,545.0,1623.0,527.0,7.1572,7.705882352941177,3.079696394686907,0.13420339817778873,0,0,0,0
14583,1.0,-117.18,32.84,30.0,2290.0,523.0,1272.0,472.0,3.5606,4.851694915254237,2.694915254237288,0.22838427947598253,0,0,0,1
14458,1.0,-117.27,32.82,42.0,2820.0,488.0,1175.0,500.0,4.5083,5.64,2.35,0.17304964539007092,0,0,0,1
4481,1.0,-118.18,34.06,27.0,2025.0,565.0,2189.0,577.0,2.6083,3.5095320623916813,3.7937608318890814,0.27901234567901234,0,0,0,0
13801,1.0,-117.63,34.37,20.0,7052.0,1306.0,2197.0,810.0,3.7252,8.706172839506173,2.7123456790123455,0.185195689166194,1,0,0,0
12906,1.0,-121.34,38.61,20.0,5801.0,1148.0,2586.0,1063.0,3.9063,5.45719661335842,2.4327375352775165,0.19789691432511636,1,0,0,0
13181,1.0,-117.72,33.97,16.0,13290.0,2062.0,6931.0,2023.0,5.228,6.569451309935739,3.426099851705388,0.15515425131677954,0,0,0,0
18703,1.0,-122.38,40.57,43.0,2251.0,542.0,1479.0,512.0,1.5676,4.396484375,2.888671875,0.24078187472234563,1,0,0,0
6531,1.0,-118.07,34.07,31.0,1370.0,284.0,1062.0,277.0,3.5156,4.945848375451264,3.8339350180505414,0.2072992700729927,0,0,0,0
5190,1.0,-118.27,33.93,36.0,1467.0,369.0,1247.0,347.0,1.8191,4.227665706051873,3.5936599423631126,0.25153374233128833,0,0,0,0
6357,1.0,-117.97,34.14,15.0,3595.0,964.0,1839.0,877.0,2.6014,4.099201824401368,2.096921322690992,0.26815020862308764,1,0,0,0
339,1.0,-122.18,37.75,45.0,330.0,76.0,282.0,80.0,4.0469,4.125,3.525,0.23030303030303031,0,0,1,0
19367,1.0,-123.07,38.46,31.0,855.0,217.0,280.0,139.0,2.3611,6.151079136690647,2.014388489208633,0.25380116959064325,0,0,0,1
7901,1.0,-118.04,33.87,18.0,4626.0,822.0,2794.0,763.0,5.6917,6.062909567496724,3.6618610747051115,0.17769130998702984,0,0,0,0
4934,1.0,-118.27,34.0,40.0,2099.0,599.0,2311.0,529.0,1.852,3.9678638941398865,4.368620037807183,0.28537398761314914,0,0,0,0
9119,1.0,-118.12,34.56,5.0,6446.0,1154.0,3427.0,1104.0,3.9936,5.838768115942029,3.1041666666666665,0.17902575240459198,1,0,0,0
920,1.0,-121.96,37.52,26.0,4211.0,741.0,2352.0,734.0,5.2396,5.737057220708447,3.204359673024523,0.17596770363334124,0,0,0,0
8862,1.0,-118.39,34.06,52.0,1213.0,194.0,503.0,194.0,8.0095,6.252577319587629,2.5927835051546393,0.15993404781533388,0,0,0,0
376,1.0,-122.16,37.75,40.0,1227.0,294.0,928.0,261.0,1.8235,4.7011494252873565,3.5555555555555554,0.2396088019559902,0,0,1,0
4402,1.0,-118.28,34.09,49.0,3828.0,1197.0,2862.0,1009.0,2.4677,3.7938553022794848,2.836471754212091,0.3126959247648903,0,0,0,0
20254,1.0,-119.18,34.22,15.0,4615.0,1008.0,2549.0,973.0,3.9063,4.74306269270298,2.6197327852004113,0.21841820151679306,0,0,0,1
14903,1.0,-117.07,32.6,13.0,1607.0,435.0,983.0,400.0,2.2903,4.0175,2.4575,0.2706907280647169,0,0,0,1
2543,1.0,-124.16,40.79,52.0,2148.0,421.0,975.0,430.0,2.2566,4.995348837209303,2.2674418604651163,0.19599627560521415,0,0,0,1
19883,1.0,-119.19,36.34,33.0,2199.0,403.0,1245.0,394.0,2.73,5.581218274111675,3.1598984771573604,0.18326512050932242,1,0,0,0
17827,1.0,-121.88,37.37,3.0,4430.0,841.0,2559.0,801.0,6.0959,5.5305867665418225,3.194756554307116,0.18984198645598194,0,0,0,0
8972,1.0,-118.41,34.01,44.0,2010.0,394.0,961.0,365.0,4.5982,5.506849315068493,2.632876712328767,0.19601990049751244,0,0,0,0
19533,1.0,-120.91,37.66,36.0,1320.0,255.0,720.0,232.0,2.6523,5.689655172413793,3.103448275862069,0.19318181818181818,1,0,0,0
7421,1.0,-118.2,33.96,41.0,1512.0,400.0,1690.0,367.0,3.055,4.119891008174387,4.604904632152588,0.26455026455026454,0,0,0,0
7314,1.0,-118.19,33.97,30.0,1790.0,556.0,1827.0,520.0,1.7562,3.4423076923076925,3.5134615384615384,0.3106145251396648,0,0,0,0
10625,1.0,-117.77,33.72,9.0,2153.0,316.0,954.0,324.0,7.8139,6.645061728395062,2.9444444444444446,0.14677194612169067,0,0,0,0
16130,1.0,-122.48,37.78,48.0,2835.0,728.0,1674.0,684.0,3.129,4.144736842105263,2.4473684210526314,0.25679012345679014,0,0,1,0
19987,1.0,-119.32,36.2,25.0,1427.0,246.0,772.0,221.0,2.2262,6.457013574660634,3.493212669683258,0.1723896285914506,1,0,0,0
12165,1.0,-117.06,33.78,17.0,2813.0,565.0,1345.0,488.0,2.5847,5.764344262295082,2.7561475409836067,0.20085318165659438,1,0,0,0
543,1.0,-122.28,37.78,50.0,1487.0,306.0,730.0,327.0,2.5139,4.5474006116207955,2.232415902140673,0.20578345662407532,0,0,1,0
4214,1.0,-118.27,34.13,47.0,1375.0,359.0,1512.0,418.0,2.1071,3.289473684210526,3.617224880382775,0.2610909090909091,0,0,0,0
4999,1.0,-118.28,33.99,52.0,1283.0,342.0,1363.0,329.0,2.5848,3.8996960486322187,4.142857142857143,0.2665627435697584,0,0,0,0
636,1.0,-122.16,37.72,10.0,2229.0,601.0,877.0,485.0,3.3431,4.5958762886597935,1.8082474226804124,0.2696276357110812,0,0,1,0
1386,1.0,-122.08,37.97,9.0,2643.0,439.0,1105.0,467.0,6.6579,5.659528907922912,2.366167023554604,0.16609912977676883,0,0,1,0
8913,1.0,-118.46,34.03,27.0,1965.0,631.0,1042.0,596.0,2.75,3.296979865771812,1.7483221476510067,0.32111959287531805,0,0,0,0
3373,1.0,-118.3,34.26,37.0,2824.0,633.0,1619.0,573.0,3.5568,4.928446771378709,2.825479930191972,0.2241501416430595,0,0,0,0
12609,1.0,-121.49,38.51,30.0,3166.0,607.0,1857.0,579.0,3.1768,5.468048359240069,3.2072538860103625,0.19172457359444092,1,0,0,0
9646,1.0,-120.85,37.05,32.0,2893.0,481.0,1198.0,466.0,3.1719,6.208154506437769,2.570815450643777,0.16626339440027654,1,0,0,0
7628,1.0,-118.28,33.85,27.0,489.0,98.0,403.0,97.0,5.144,5.041237113402062,4.154639175257732,0.20040899795501022,0,0,0,0
11915,1.0,-117.4,33.95,46.0,2189.0,423.0,866.0,389.0,3.1384,5.627249357326479,2.2262210796915167,0.19323892188213795,1,0,0,0
12174,1.0,-117.23,33.78,23.0,3465.0,703.0,2672.0,607.0,1.9767,5.7084019769357495,4.401976935749588,0.2028860028860029,1,0,0,0
14037,1.0,-117.14,32.75,25.0,1908.0,513.0,956.0,467.0,2.4828,4.085653104925053,2.0471092077087794,0.2688679245283019,0,0,0,1
1553,1.0,-121.98,37.8,17.0,3354.0,422.0,1457.0,425.0,7.6473,7.891764705882353,3.428235294117647,0.12581991651759095,0,0,0,0
15190,1.0,-117.06,33.02,17.0,2635.0,389.0,994.0,359.0,5.8966,7.33983286908078,2.768802228412256,0.1476280834914611,0,0,0,0
14379,1.0,-117.28,32.74,33.0,4168.0,1112.0,1785.0,984.0,2.7515,4.235772357723577,1.8140243902439024,0.2667946257197697,0,0,0,1
6437,1.0,-118.02,34.1,36.0,1928.0,361.0,1008.0,368.0,4.733,5.239130434782608,2.739130434782609,0.18724066390041494,1,0,0,0
9232,1.0,-120.09,37.0,11.0,3761.0,675.0,2374.0,673.0,3.4598,5.588410104011887,3.527488855869242,0.17947354427014092,1,0,0,0
9546,1.0,-120.71,37.38,14.0,1979.0,432.0,1756.0,382.0,2.6923,5.180628272251309,4.596858638743456,0.21829206670035373,1,0,0,0
11594,1.0,-118.08,33.8,29.0,3675.0,613.0,1457.0,591.0,6.0553,6.218274111675127,2.4653130287648053,0.16680272108843539,0,0,0,0
17024,1.0,-122.31,37.5,22.0,14034.0,3020.0,6266.0,2952.0,4.3939,4.754065040650406,2.122628726287263,0.215191677354995,0,0,0,1
18005,1.0,-121.96,37.3,23.0,4040.0,843.0,2181.0,843.0,4.0403,4.792408066429418,2.587188612099644,0.20866336633663365,0,0,0,0
19758,1.0,-122.23,40.17,21.0,1401.0,331.0,651.0,299.0,2.225,4.68561872909699,2.177257525083612,0.23625981441827265,1,0,0,0
4233,1.0,-118.3,34.11,25.0,1590.0,218.0,568.0,206.0,8.4389,7.718446601941747,2.7572815533980584,0.1371069182389937,0,0,0,0
16990,1.0,-122.27,37.55,15.0,1958.0,282.0,811.0,284.0,8.1221,6.894366197183099,2.8556338028169015,0.14402451481103168,0,0,1,0
19496,1.0,-121.0,37.66,43.0,2369.0,413.0,944.0,422.0,3.2632,5.613744075829384,2.2369668246445498,0.17433516251582945,1,0,0,0
5135,1.0,-118.26,33.97,46.0,1521.0,352.0,1100.0,334.0,1.55,4.553892215568863,3.2934131736526946,0.2314266929651545,0,0,0,0
4183,1.0,-118.23,34.13,48.0,737.0,166.0,462.0,131.0,3.5893,5.625954198473282,3.5267175572519083,0.22523744911804613,0,0,0,0
16574,1.0,-121.42,37.75,33.0,1329.0,266.0,683.0,233.0,4.3687,5.703862660944206,2.9313304721030042,0.200150489089541,1,0,0,0
8953,1.0,-118.38,34.02,45.0,2098.0,486.0,1343.0,481.0,3.9615,4.361746361746362,2.7920997920997923,0.23164918970448045,0,0,0,0
8080,1.0,-118.19,33.82,11.0,872.0,203.0,422.0,221.0,4.6364,3.9457013574660635,1.909502262443439,0.23279816513761467,0,0,0,1
15230,1.0,-117.21,33.03,20.0,3370.0,433.0,1020.0,408.0,11.0911,8.259803921568627,2.5,0.128486646884273,0,0,0,1
16972,1.0,-122.31,37.56,45.0,1685.0,321.0,815.0,314.0,4.2955,5.36624203821656,2.5955414012738856,0.19050445103857566,0,0,0,1
13024,1.0,-121.24,38.67,28.0,3558.0,589.0,1742.0,581.0,4.0182,6.123924268502582,2.9982788296041307,0.16554243957279371,1,0,0,0
839,1.0,-122.06,37.6,17.0,5159.0,832.0,3174.0,817.0,5.8704,6.314565483476132,3.8849449204406366,0.16127156425663888,0,0,1,0
10490,1.0,-117.67,33.49,10.0,366.0,61.0,128.0,61.0,8.163,6.0,2.098360655737705,0.16666666666666666,0,0,0,0
20593,1.0,-121.58,39.16,36.0,1206.0,197.0,537.0,204.0,3.3611,5.911764705882353,2.6323529411764706,0.16334991708126037,1,0,0,0
14498,1.0,-117.23,32.86,16.0,1675.0,354.0,604.0,332.0,5.2326,5.045180722891566,1.819277108433735,0.21134328358208956,0,0,0,1
18882,1.0,-122.25,38.1,52.0,1780.0,373.0,824.0,317.0,2.75,5.615141955835962,2.5993690851735014,0.2095505617977528,0,0,1,0
17564,1.0,-121.9,37.31,52.0,2125.0,431.0,1014.0,443.0,5.8186,4.796839729119639,2.288939051918736,0.2028235294117647,0,0,0,0
9160,1.0,-118.49,34.43,15.0,8244.0,1409.0,4453.0,1357.0,5.4829,6.075165806927045,3.281503316138541,0.17091217855409996,0,0,0,0
19023,1.0,-121.98,38.34,18.0,3876.0,916.0,2386.0,867.0,2.5938,4.470588235294118,2.7520184544406,0.23632610939112486,1,0,0,0
4316,1.0,-118.34,34.09,14.0,3032.0,999.0,1691.0,841.0,2.2,3.605231866825208,2.0107015457788346,0.3294854881266491,0,0,0,0
11067,1.0,-117.9,33.78,25.0,10336.0,2596.0,7111.0,2419.0,3.3627,4.272840016535759,2.9396444811905744,0.2511609907120743,0,0,0,0
17971,1.0,-121.95,37.32,39.0,1164.0,199.0,619.0,231.0,4.6304,5.038961038961039,2.6796536796536796,0.17096219931271478,0,0,0,0
10741,1.0,-117.92,33.61,23.0,1808.0,408.0,539.0,300.0,3.5682,6.026666666666666,1.7966666666666666,0.22566371681415928,0,0,0,0
8267,1.0,-118.16,33.77,49.0,3382.0,787.0,1314.0,756.0,3.8125,4.473544973544974,1.7380952380952381,0.23270254287403902,0,0,0,1
12110,1.0,-117.35,34.01,23.0,3707.0,769.0,1938.0,658.0,2.725,5.633738601823708,2.945288753799392,0.20744537361748044,1,0,0,0
8218,1.0,-118.2,33.79,25.0,2851.0,968.0,3744.0,906.0,2.0675,3.1467991169977925,4.132450331125828,0.33952998947737634,0,0,0,1
13511,1.0,-117.32,34.11,38.0,1462.0,337.0,1208.0,324.0,2.2604,4.512345679012346,3.728395061728395,0.23050615595075238,1,0,0,0
18707,1.0,-122.4,40.58,40.0,3895.0,929.0,1782.0,910.0,1.3329,4.28021978021978,1.9582417582417582,0.23851091142490372,1,0,0,0
16053,1.0,-122.48,37.76,52.0,1845.0,336.0,1015.0,337.0,4.1397,5.474777448071217,3.0118694362017804,0.1821138211382114,0,0,1,0
4320,1.0,-118.35,34.09,47.0,1800.0,546.0,921.0,478.0,2.8021,3.7656903765690375,1.9267782426778242,0.30333333333333334,0,0,0,0
18288,1.0,-122.11,37.38,36.0,3598.0,500.0,1296.0,533.0,7.8177,6.75046904315197,2.431519699812383,0.13896609227348528,0,0,1,0
8864,1.0,-118.39,34.06,43.0,1879.0,397.0,873.0,382.0,3.8158,4.9188481675392675,2.2853403141361257,0.21128259712613093,0,0,0,0
19943,1.0,-119.36,36.22,10.0,2445.0,526.0,1262.0,476.0,1.9355,5.13655462184874,2.6512605042016806,0.2151329243353783,1,0,0,0
3990,1.0,-118.66,34.19,23.0,7544.0,1031.0,3221.0,1043.0,7.642,7.232981783317354,3.0882070949185043,0.13666489925768824,0,0,0,0
8873,1.0,-118.41,34.07,47.0,2979.0,626.0,1076.0,571.0,3.9904,5.217162872154115,1.884413309982487,0.21013763007720712,0,0,0,0
6782,1.0,-118.16,34.11,48.0,1091.0,236.0,632.0,234.0,3.7235,4.662393162393163,2.700854700854701,0.21631530705774518,0,0,0,0
5797,1.0,-118.24,34.14,36.0,1813.0,560.0,1501.0,544.0,1.9125,3.332720588235294,2.7591911764705883,0.3088803088803089,0,0,0,0
3805,1.0,-118.44,34.21,20.0,5756.0,1477.0,4031.0,1369.0,3.2448,4.204528853177502,2.944485025566107,0.25660180681028494,0,0,0,0
5473,1.0,-118.46,33.99,52.0,1158.0,253.0,528.0,253.0,3.5234,4.5770750988142295,2.0869565217391304,0.21848013816925735,0,0,0,0
18473,1.0,-121.69,37.14,12.0,4077.0,590.0,1618.0,540.0,5.2951,7.55,2.9962962962962965,0.14471425067451557,0,0,0,0
5563,1.0,-118.29,33.9,42.0,1273.0,309.0,1203.0,348.0,4.4636,3.6580459770114944,3.456896551724138,0.24273369992144542,0,0,0,0
5934,1.0,-117.84,34.13,26.0,3773.0,694.0,2103.0,688.0,4.6937,5.484011627906977,3.056686046511628,0.1839385104691227,1,0,0,0
11273,1.0,-117.97,33.79,34.0,2456.0,410.0,1289.0,442.0,4.1818,5.5565610859728505,2.916289592760181,0.16693811074918566,0,0,0,0
19824,1.0,-119.48,36.5,32.0,3451.0,625.0,1968.0,574.0,2.9554,6.012195121951219,3.4285714285714284,0.18110692552883223,1,0,0,0
18573,1.0,-121.76,36.91,23.0,1276.0,437.0,1359.0,376.0,1.9609,3.393617021276596,3.6143617021276597,0.34247648902821315,0,0,0,0
9138,1.0,-118.22,34.52,7.0,4524.0,735.0,2298.0,717.0,6.5538,6.309623430962343,3.205020920502092,0.16246684350132626,1,0,0,0
4374,1.0,-118.28,34.1,49.0,1767.0,467.0,1066.0,438.0,3.0958,4.034246575342466,2.4337899543378994,0.26428975664968873,0,0,0,0
13975,1.0,-116.76,34.23,10.0,4374.0,989.0,1020.0,376.0,2.6071,11.632978723404255,2.7127659574468086,0.226108824874257,1,0,0,0
527,1.0,-122.25,37.77,52.0,1038.0,220.0,482.0,215.0,3.1771,4.8279069767441865,2.2418604651162792,0.2119460500963391,0,0,1,0
12636,1.0,-121.49,38.47,26.0,6121.0,1185.0,4224.0,1105.0,2.3496,5.539366515837104,3.8226244343891405,0.1935958176768502,1,0,0,0
568,1.0,-122.24,37.73,21.0,7031.0,1249.0,2930.0,1235.0,4.5213,5.693117408906883,2.3724696356275303,0.17764187171099416,0,0,1,0
16213,1.0,-121.32,37.96,46.0,1832.0,365.0,975.0,373.0,2.0398,4.911528150134048,2.613941018766756,0.19923580786026202,1,0,0,0
940,1.0,-122.02,37.54,31.0,1240.0,264.0,719.0,236.0,3.535,5.254237288135593,3.0466101694915255,0.2129032258064516,0,0,1,0
15008,1.0,-117.02,32.76,40.0,2523.0,488.0,976.0,470.0,3.11,5.368085106382979,2.076595744680851,0.19342053111375346,0,0,0,0
2739,1.0,-115.57,32.78,25.0,2007.0,301.0,1135.0,332.0,5.128,6.045180722891566,3.4186746987951806,0.14997508719481814,1,0,0,0
7890,1.0,-118.07,33.88,16.0,4934.0,825.0,2668.0,810.0,5.748,6.091358024691358,3.293827160493827,0.16720713417105795,0,0,0,0
5807,1.0,-118.27,34.14,10.0,1060.0,332.0,1025.0,288.0,3.0074,3.6805555555555554,3.5590277777777777,0.3132075471698113,0,0,0,0
13328,1.0,-117.66,34.05,6.0,5129.0,1119.0,2533.0,949.0,3.625,5.40463645943098,2.6691253951527925,0.2181711834665627,1,0,0,0
18966,1.0,-122.02,38.26,27.0,3440.0,787.0,2085.0,748.0,2.5896,4.598930481283422,2.787433155080214,0.22877906976744186,1,0,0,0
15024,1.0,-117.01,32.76,34.0,3415.0,608.0,1464.0,593.0,4.0549,5.758853288364249,2.4688026981450255,0.1780380673499268,0,0,0,0
18122,1.0,-122.01,37.32,32.0,3108.0,613.0,1577.0,603.0,4.6613,5.154228855721393,2.615257048092869,0.19723294723294724,0,0,0,0
6542,1.0,-118.06,34.03,36.0,21.0,7.0,21.0,9.0,2.375,2.3333333333333335,2.3333333333333335,0.3333333333333333,0,0,0,0
19081,1.0,-122.48,38.31,29.0,2375.0,560.0,1124.0,502.0,2.3276,4.731075697211155,2.239043824701195,0.23578947368421052,0,0,0,0
12374,1.0,-116.36,33.78,6.0,24121.0,4522.0,4176.0,2221.0,3.3799,10.860423232778029,1.880234128770824,0.18747149786493097,1,0,0,0
18471,1.0,-121.64,37.14,14.0,5487.0,1024.0,2823.0,979.0,4.175,5.604698672114402,2.8835546475995915,0.18662292691817023,0,0,0,0
3574,1.0,-118.52,34.24,6.0,3218.0,949.0,2295.0,876.0,3.0926,3.67351598173516,2.6198630136986303,0.2949036668738347,0,0,0,0
13476,1.0,-117.39,34.09,10.0,5736.0,945.0,3528.0,932.0,4.3958,6.15450643776824,3.7854077253218885,0.1647489539748954,1,0,0,0
6515,1.0,-118.04,34.07,39.0,2451.0,649.0,2536.0,648.0,2.3098,3.7824074074074074,3.9135802469135803,0.2647898816809465,0,0,0,0
9916,1.0,-122.3,38.33,15.0,4741.0,956.0,2043.0,856.0,4.1862,5.538551401869159,2.3866822429906542,0.20164522252689307,0,0,1,0
10135,1.0,-117.91,33.91,24.0,2249.0,379.0,1015.0,385.0,4.9766,5.841558441558441,2.6363636363636362,0.16851934192974655,0,0,0,0
8392,1.0,-118.36,33.97,19.0,4651.0,1281.0,2917.0,1121.0,2.6823,4.148974130240856,2.6021409455842996,0.2754246398623952,0,0,0,0
15107,1.0,-117.02,32.84,17.0,4013.0,673.0,2263.0,661.0,5.131,6.071104387291982,3.4236006051437218,0.1677049588836282,0,0,0,0
16570,1.0,-121.42,37.75,33.0,1999.0,368.0,1061.0,390.0,3.5242,5.125641025641026,2.7205128205128206,0.18409204602301152,1,0,0,0
9518,1.0,-123.19,39.15,16.0,2577.0,495.0,1232.0,488.0,2.6012,5.280737704918033,2.5245901639344264,0.1920838183934808,0,0,0,0
14414,1.0,-117.24,32.79,17.0,1149.0,266.0,403.0,228.0,4.1652,5.0394736842105265,1.7675438596491229,0.23150565709312446,0,0,0,1
15534,1.0,-117.11,33.14,10.0,3208.0,636.0,1395.0,582.0,3.4455,5.512027491408935,2.3969072164948453,0.19825436408977556,0,0,0,0
3514,1.0,-118.49,34.26,27.0,2722.0,468.0,1164.0,419.0,4.6591,6.4964200477326965,2.7780429594272076,0.1719324026451139,0,0,0,0
17738,1.0,-121.78,37.31,25.0,2093.0,297.0,983.0,338.0,6.4664,6.1923076923076925,2.908284023668639,0.14190157668418538,0,0,0,0
14541,1.0,-117.15,32.92,16.0,2366.0,392.0,1482.0,407.0,4.9024,5.813267813267813,3.6412776412776413,0.16568047337278108,0,0,0,0
11349,1.0,-117.91,33.76,22.0,7531.0,1569.0,5254.0,1523.0,3.8506,4.944845699277741,3.4497701904136573,0.20833886602044882,0,0,0,0
6810,1.0,-118.1,34.1,34.0,2578.0,645.0,1628.0,617.0,2.34,4.178282009724473,2.6385737439222043,0.25019394879751744,0,0,0,0
