,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity
17357,-121.28,38.13,32.0,3366.0,676.0,1916.0,697.0,2.5401,INLAND
2319,-118.32,34.11,42.0,2462.0,543.0,857.0,482.0,4.0833,<1H OCEAN
3100,-122.1,37.37,40.0,2224.0,354.0,929.0,345.0,8.1064,NEAR BAY
5453,-117.22,32.8,23.0,1906.0,525.0,1029.0,491.0,2.93,NEAR OCEAN
10962,-119.55,37.75,30.0,2165.0,536.0,1500.0,414.0,3.5391,INLAND
2287,-122.41,37.75,52.0,1057.0,276.0,837.0,292.0,2.4531,NEAR BAY
12999,-117.3,33.23,13.0,3619.0,791.0,1759.0,806.0,2.765,<1H OCEAN
18663,-121.44,37.74,25.0,456.0,116.0,370.0,106.0,3.1319,INLAND
6695,-120.85,37.05,32.0,2893.0,481.0,1198.0,466.0,3.1719,INLAND
16154,-118.35,34.0,40.0,2894.0,395.0,1063.0,409.0,6.939,<1H OCEAN
2320,-119.65,36.33,47.0,1059.0,268.0,693.0,241.0,1.3882,INLAND
7035,-119.14,35.76,30.0,735.0,137.0,421.0,113.0,2.5625,INLAND
7744,-118.24,34.01,30.0,405.0,86.0,376.0,68.0,1.7813,<1H OCEAN
11420,-121.43,37.76,7.0,2125.0,508.0,1358.0,464.0,3.6312,INLAND
13962,-117.21,33.03,20.0,3370.0,433.0,1020.0,408.0,11.0911,NEAR OCEAN
1425,-117.21,34.11,27.0,1245.0,229.0,692.0,234.0,3.2176,INLAND
8099,-121.0,37.63,49.0,2051.0,500.0,1525.0,467.0,1.59,INLAND
4263,-121.98,37.36,32.0,1199.0,229.0,814.0,238.0,4.6719,<1H OCEAN
12431,-121.19,38.67,16.0,1754.0,284.0,773.0,277.0,4.817,INLAND
5596,-117.08,32.65,17.0,2633.0,712.0,1487.0,694.0,2.5392,NEAR OCEAN
9567,-116.61,33.04,11.0,2522.0,538.0,616.0,269.0,3.875,INLAND
6278,-118.02,34.1,36.0,452.0,80.0,248.0,83.0,1.9688,INLAND
13359,-120.27,37.12,36.0,1219.0,258.0,639.0,245.0,1.9464,INLAND
11702,-124.17,41.76,20.0,2673.0,538.0,1282.0,514.0,2.4605,NEAR OCEAN
7851,-122.28,37.87,49.0,2026.0,548.0,963.0,521.0,1.9805,NEAR BAY
479,-118.3,34.05,46.0,1386.0,457.0,1845.0,485.0,2.1414,<1H OCEAN
18607,-121.61,37.15,16.0,5498.0,729.0,2051.0,694.0,7.8601,<1H OCEAN
6835,-118.56,34.2,36.0,1544.0,308.0,891.0,286.0,4.175,<1H OCEAN
12530,-118.25,33.99,39.0,1274.0,319.0,1362.0,324.0,2.1793,<1H OCEAN
9280,-119.47,35.13,44.0,4599.0,877.0,2140.0,831.0,2.9952,INLAND
1309,-120.25,38.04,22.0,4173.0,763.0,1086.0,444.0,2.5562,INLAND
5780,-122.77,38.92,26.0,712.0,140.0,293.0,100.0,4.0119,INLAND
2193,-118.93,35.44,13.0,1439.0,237.0,557.0,227.0,6.1563,INLAND
10755,-122.49,37.75,48.0,2181.0,419.0,1041.0,379.0,3.7361,NEAR OCEAN
2832,-117.59,33.65,2.0,4860.0,1193.0,2332.0,1073.0,4.5022,<1H OCEAN
20085,-119.89,36.76,17.0,1987.0,335.0,1152.0,313.0,4.1719,INLAND
14812,-122.04,37.3,26.0,1714.0,270.0,778.0,262.0,6.075,<1H OCEAN
15039,-117.23,33.09,7.0,5320.0,855.0,2015.0,768.0,6.3373,NEAR OCEAN
1966,-118.32,33.8,29.0,4317.0,1037.0,2102.0,959.0,3.1275,<1H OCEAN
14332,-122.0,37.31,33.0,4211.0,918.0,2389.0,861.0,4.7235,<1H OCEAN
5200,-118.45,34.04,22.0,3319.0,1045.0,1848.0,940.0,3.6673,<1H OCEAN
6452,-122.26,38.02,5.0,3846.0,786.0,2053.0,716.0,5.0473,NEAR BAY
3194,-117.91,33.61,40.0,2790.0,531.0,952.0,424.0,4.8,<1H OCEAN
9509,-122.01,36.95,52.0,1217.0,325.0,508.0,237.0,2.0547,NEAR OCEAN
13472,-118.29,34.09,29.0,2240.0,792.0,2254.0,739.0,2.3317,<1H OCEAN
9980,-121.61,37.86,30.0,1428.0,287.0,989.0,287.0,3.691,INLAND
12909,-121.9,37.29,26.0,1797.0,244.0,626.0,244.0,7.8575,<1H OCEAN
18248,-118.25,34.14,30.0,1615.0,570.0,1245.0,544.0,1.8929,<1H OCEAN
12462,-118.27,34.15,14.0,1744.0,536.0,1494.0,531.0,3.2171,<1H OCEAN
14388,-118.34,34.15,16.0,1586.0,377.0,625.0,344.0,4.0893,<1H OCEAN
14545,-122.07,37.89,38.0,757.0,124.0,319.0,123.0,5.6558,NEAR BAY
11364,-118.23,33.99,5.0,706.0,203.0,839.0,199.0,4.5208,<1H OCEAN
9506,-118.3,33.95,35.0,1182.0,305.0,977.0,283.0,1.5898,<1H OCEAN
5725,-119.61,34.43,16.0,2665.0,391.0,794.0,311.0,9.0267,<1H OCEAN
3692,-120.6,37.35,34.0,1722.0,316.0,904.0,315.0,2.4653,INLAND
9832,-118.37,34.17,15.0,3327.0,1011.0,2683.0,857.0,2.3784,<1H OCEAN
4385,-122.3,37.55,35.0,3675.0,735.0,1930.0,715.0,3.9833,NEAR OCEAN
4177,-119.09,35.3,3.0,2821.0,519.0,1353.0,495.0,3.6852,INLAND
18677,-118.0,33.75,26.0,1382.0,387.0,1977.0,368.0,2.7589,<1H OCEAN
11210,-118.22,33.82,17.0,5357.0,1332.0,3030.0,1266.0,1.9311,NEAR OCEAN
16506,-122.28,37.87,46.0,1777.0,446.0,805.0,431.0,2.8676,NEAR BAY
1160,-117.98,33.76,29.0,1518.0,312.0,1086.0,317.0,4.32,<1H OCEAN
2576,-122.07,37.92,26.0,3872.0,739.0,1629.0,684.0,4.4312,NEAR BAY
20562,-121.77,38.67,45.0,2438.0,462.0,1415.0,510.0,2.8351,INLAND
18145,-118.83,34.23,6.0,8803.0,1114.0,3385.0,1010.0,8.7288,<1H OCEAN
7769,-121.34,38.58,17.0,1605.0,258.0,748.0,262.0,5.0917,INLAND
9047,-122.42,37.75,52.0,2164.0,533.0,1122.0,469.0,3.2632,NEAR BAY
4754,-117.59,34.1,17.0,3646.0,1035.0,1987.0,895.0,2.3603,INLAND
11666,-121.22,38.58,25.0,394.0,94.0,155.0,83.0,2.233,INLAND
13189,-121.81,37.99,18.0,2807.0,445.0,1315.0,437.0,4.8194,INLAND
14015,-121.18,38.8,18.0,2541.0,414.0,1276.0,405.0,5.1857,INLAND
10194,-121.53,39.52,24.0,1028.0,185.0,471.0,186.0,2.9688,INLAND
4504,-116.66,32.79,13.0,843.0,,918.0,152.0,6.2152,<1H OCEAN
14918,-118.42,34.08,48.0,2413.0,261.0,770.0,248.0,15.0001,<1H OCEAN
14837,-118.3,33.76,6.0,6097.0,1270.0,2678.0,1226.0,5.1269,<1H OCEAN
10878,-122.41,37.8,52.0,2583.0,672.0,1335.0,613.0,3.1477,NEAR BAY
16881,-117.93,33.86,36.0,1672.0,318.0,1173.0,337.0,4.5774,<1H OCEAN
10742,-118.18,34.03,40.0,2631.0,698.0,2920.0,677.0,2.0764,<1H OCEAN
8554,-118.09,34.18,34.0,3113.0,409.0,1139.0,418.0,10.2289,INLAND
14883,-118.17,34.06,43.0,464.0,,416.0,120.0,2.475,<1H OCEAN
3802,-118.14,34.1,27.0,4073.0,1013.0,2411.0,933.0,3.108,<1H OCEAN
18106,-117.92,34.1,35.0,2994.0,603.0,1933.0,561.0,4.0052,<1H OCEAN
19332,-122.42,37.72,42.0,4219.0,1125.0,3549.0,993.0,1.2387,NEAR BAY
4885,-118.25,33.92,36.0,949.0,164.0,502.0,163.0,4.1042,<1H OCEAN
15207,-118.18,34.09,44.0,1688.0,426.0,1605.0,384.0,3.3785,<1H OCEAN
14698,-121.07,38.94,14.0,1710.0,294.0,839.0,297.0,4.7143,INLAND
19589,-119.78,34.44,28.0,2864.0,495.0,1364.0,482.0,4.835,NEAR OCEAN
10832,-118.38,34.2,32.0,993.0,285.0,1044.0,248.0,2.4306,<1H OCEAN
16691,-118.21,34.2,35.0,3646.0,552.0,1409.0,534.0,6.3794,<1H OCEAN
8144,-121.9,37.67,15.0,2130.0,273.0,876.0,285.0,7.2639,<1H OCEAN
10671,-120.95,37.57,29.0,1179.0,249.0,672.0,243.0,3.1125,INLAND
16288,-124.08,40.87,29.0,1710.0,469.0,990.0,425.0,1.1479,NEAR OCEAN
9571,-117.03,32.72,38.0,886.0,176.0,505.0,188.0,3.5938,NEAR OCEAN
14564,-120.1,39.37,10.0,2325.0,410.0,1016.0,373.0,4.5208,INLAND
16454,-117.66,34.09,20.0,2462.0,496.0,1117.0,458.0,3.2321,INLAND
7973,-122.23,39.86,21.0,1730.0,350.0,982.0,322.0,1.8375,INLAND
7059,-116.91,32.73,8.0,4630.0,624.0,2048.0,575.0,6.4745,<1H OCEAN
4046,-121.02,37.58,36.0,1285.0,270.0,706.0,273.0,1.7169,INLAND
6286,-117.09,32.62,37.0,1925.0,428.0,1344.0,426.0,2.4866,NEAR OCEAN
4534,-121.51,38.79,29.0,1716.0,323.0,850.0,282.0,2.9324,INLAND
16062,-118.27,34.16,15.0,5036.0,1299.0,3164.0,1175.0,2.9148,<1H OCEAN
449,-118.43,34.18,31.0,2417.0,510.0,1102.0,507.0,3.8906,<1H OCEAN
7702,-118.08,33.91,18.0,1573.0,396.0,1200.0,365.0,2.895,<1H OCEAN
2959,-118.1,33.91,35.0,1592.0,335.0,1238.0,320.0,4.9732,<1H OCEAN
2591,-118.37,34.06,52.0,1608.0,289.0,630.0,252.0,5.5596,<1H OCEAN
11050,-116.6,33.49,16.0,3730.0,827.0,1346.0,592.0,2.183,INLAND
17728,-121.87,37.39,9.0,2522.0,547.0,1591.0,481.0,4.9091,<1H OCEAN
10359,-122.63,38.23,37.0,1966.0,348.0,875.0,381.0,4.0703,<1H OCEAN
18275,-118.43,34.21,17.0,3667.0,1209.0,2636.0,1054.0,2.425,<1H OCEAN
7558,-117.92,33.76,26.0,784.0,177.0,662.0,169.0,2.8438,<1H OCEAN
5793,-120.99,37.61,39.0,512.0,132.0,443.0,127.0,1.2857,INLAND
6984,-118.39,34.05,47.0,1621.0,314.0,724.0,311.0,5.7509,<1H OCEAN
12901,-118.26,34.24,42.0,890.0,179.0,555.0,200.0,4.4821,<1H OCEAN
20406,-122.01,38.36,15.0,476.0,67.0,213.0,73.0,7.1053,INLAND
738,-122.15,37.44,52.0,2063.0,320.0,774.0,309.0,7.2543,NEAR BAY
15968,-118.18,33.99,35.0,1230.0,407.0,1512.0,364.0,2.152,<1H OCEAN
3667,-121.88,37.34,52.0,867.0,232.0,1264.0,227.0,2.6312,<1H OCEAN
20186,-117.86,33.99,10.0,17820.0,2812.0,8686.0,2666.0,6.3875,<1H OCEAN
19025,-121.98,37.33,25.0,3223.0,612.0,1529.0,602.0,5.121,<1H OCEAN
7413,-118.84,34.15,17.0,3785.0,494.0,1527.0,507.0,8.4443,<1H OCEAN
7069,-117.92,33.75,19.0,1920.0,471.0,1413.0,432.0,4.0313,<1H OCEAN
445,-120.35,37.86,25.0,287.0,57.0,118.0,50.0,2.3056,INLAND
14109,-117.08,34.03,23.0,3862.0,699.0,2082.0,652.0,3.154,INLAND
18020,-118.25,34.08,47.0,2133.0,689.0,2104.0,662.0,2.6136,<1H OCEAN
16333,-118.41,33.77,22.0,7554.0,991.0,2808.0,946.0,10.06,NEAR OCEAN
2344,-118.33,34.19,46.0,2115.0,463.0,1133.0,439.0,3.7344,<1H OCEAN
15012,-117.33,33.23,15.0,2919.0,592.0,1130.0,579.0,2.5872,NEAR OCEAN
5605,-117.23,33.78,23.0,3465.0,703.0,2672.0,607.0,1.9767,INLAND
13677,-117.84,33.65,4.0,1649.0,456.0,1030.0,411.0,2.2262,<1H OCEAN
10487,-118.04,33.92,34.0,1995.0,417.0,1573.0,407.0,3.4907,<1H OCEAN
20468,-117.06,34.02,24.0,3912.0,809.0,1926.0,762.0,2.6875,INLAND
2928,-122.39,37.76,52.0,2316.0,468.0,1047.0,476.0,4.5057,NEAR BAY
16504,-116.9,34.69,10.0,337.0,102.0,108.0,50.0,0.4999,INLAND
4315,-121.29,38.67,20.0,1992.0,363.0,889.0,346.0,3.6516,INLAND
6111,-121.8,37.32,20.0,2473.0,476.0,2228.0,501.0,5.6817,<1H OCEAN
7535,-119.21,36.3,18.0,1433.0,265.0,1092.0,276.0,1.9135,INLAND
3123,-121.91,37.44,19.0,2174.0,484.0,1645.0,484.0,5.0362,<1H OCEAN
617,-116.9,32.84,18.0,3612.0,737.0,1864.0,713.0,2.7069,<1H OCEAN
8131,-118.63,34.19,32.0,3568.0,591.0,1741.0,563.0,5.1529,<1H OCEAN
14964,-121.58,39.79,19.0,2636.0,523.0,1184.0,465.0,2.7863,INLAND
19872,-118.31,33.73,52.0,2025.0,361.0,957.0,363.0,4.2059,NEAR OCEAN
11169,-119.03,35.37,42.0,2508.0,483.0,1035.0,442.0,2.6513,INLAND
4697,-121.44,38.5,20.0,2033.0,586.0,1281.0,521.0,1.4007,INLAND
8694,-118.38,34.16,42.0,2358.0,546.0,1065.0,523.0,3.1289,<1H OCEAN
880,-122.26,37.53,4.0,5233.0,1109.0,1690.0,907.0,6.2007,NEAR BAY
3258,-119.68,36.32,26.0,592.0,121.0,268.0,116.0,1.7596,INLAND
17275,-121.0,37.26,45.0,1750.0,371.0,847.0,354.0,1.7062,INLAND
19199,-117.86,33.8,34.0,1793.0,480.0,1722.0,441.0,2.8235,<1H OCEAN
14439,-117.97,33.91,19.0,8096.0,1318.0,3853.0,1313.0,6.0076,<1H OCEAN
16805,-115.5,32.75,13.0,330.0,72.0,822.0,64.0,3.4107,INLAND
2496,-118.31,33.91,31.0,1415.0,339.0,874.0,289.0,3.8173,<1H OCEAN
14833,-122.45,37.64,19.0,6326.0,1025.0,3444.0,984.0,6.2498,NEAR OCEAN
2691,-117.24,33.36,11.0,2786.0,480.0,1250.0,450.0,4.5,<1H OCEAN
8992,-117.65,33.45,15.0,7468.0,1275.0,3033.0,1217.0,5.49,NEAR OCEAN
10134,-121.75,37.35,18.0,1947.0,250.0,605.0,184.0,8.1871,<1H OCEAN
15807,-122.4,38.46,33.0,2542.0,466.0,1099.0,420.0,4.635,INLAND
60,-122.29,37.83,52.0,1121.0,211.0,554.0,187.0,3.3929,NEAR BAY
16061,-122.07,37.86,17.0,1102.0,224.0,317.0,208.0,3.5893,NEAR BAY
831,-122.19,39.5,23.0,462.0,97.0,261.0,90.0,2.1705,INLAND
13317,-118.1,33.84,35.0,1790.0,269.0,924.0,263.0,5.296,<1H OCEAN
15561,-120.06,39.25,21.0,2459.0,525.0,584.0,233.0,3.01,INLAND
5690,-117.18,32.95,4.0,19001.0,2688.0,8980.0,2441.0,6.3237,<1H OCEAN
10422,-121.4,38.55,19.0,2497.0,494.0,748.0,442.0,2.925,INLAND
9052,-116.96,32.9,16.0,3047.0,495.0,1507.0,499.0,5.3008,<1H OCEAN
18198,-118.08,34.16,42.0,3490.0,665.0,1713.0,620.0,4.5461,INLAND
1825,-122.47,37.51,15.0,4974.0,764.0,2222.0,774.0,6.7606,NEAR OCEAN
14197,-121.99,38.34,13.0,3252.0,610.0,1915.0,631.0,4.2137,INLAND
20629,-121.39,39.12,28.0,10035.0,1856.0,6912.0,1818.0,2.0943,INLAND
15839,-118.08,33.98,36.0,1492.0,282.0,1041.0,270.0,4.0677,<1H OCEAN
9062,-122.49,37.73,37.0,1399.0,224.0,530.0,235.0,3.9219,NEAR OCEAN
10090,-117.49,33.93,26.0,2970.0,576.0,2156.0,558.0,3.9522,INLAND
11247,-117.35,34.17,28.0,1905.0,372.0,1480.0,341.0,2.9844,INLAND
1908,-122.5,37.74,44.0,2527.0,518.0,1434.0,444.0,3.875,NEAR OCEAN
12933,-117.83,33.9,23.0,2446.0,360.0,1196.0,359.0,6.5755,<1H OCEAN
8002,-122.29,38.3,52.0,144.0,54.0,89.0,48.0,1.0096,NEAR BAY
7615,-121.0,37.64,43.0,311.0,95.0,293.0,94.0,1.2902,INLAND
16520,-122.09,37.4,36.0,1575.0,379.0,1036.0,382.0,5.1408,NEAR BAY
10168,-117.08,33.13,17.0,8466.0,2628.0,7014.0,2267.0,2.1437,<1H OCEAN
14306,-118.4,34.17,24.0,4443.0,1283.0,2421.0,1180.0,2.2652,<1H OCEAN
18747,-118.25,33.95,35.0,1405.0,326.0,1086.0,273.0,1.0375,<1H OCEAN
14702,-119.68,36.81,13.0,2589.0,413.0,1356.0,435.0,5.0253,INLAND
7802,-122.68,38.46,19.0,4976.0,711.0,1926.0,625.0,7.3003,<1H OCEAN
17679,-116.96,32.79,35.0,1081.0,266.0,691.0,259.0,2.6324,<1H OCEAN
800,-117.17,32.69,45.0,3168.0,598.0,1341.0,562.0,4.5189,NEAR OCEAN
12475,-118.43,34.09,27.0,1613.0,200.0,497.0,197.0,7.9835,<1H OCEAN
12117,-122.28,37.87,46.0,3022.0,696.0,1293.0,675.0,2.543,NEAR BAY
6339,-121.43,37.73,40.0,1718.0,391.0,1312.0,388.0,2.9955,INLAND
14380,-118.41,34.18,30.0,2008.0,513.0,1052.0,496.0,3.0119,<1H OCEAN
13057,-121.29,38.6,29.0,1276.0,225.0,600.0,223.0,4.0938,INLAND
178,-117.29,33.18,15.0,3780.0,792.0,1632.0,721.0,2.7644,NEAR OCEAN
13252,-116.47,33.77,26.0,4300.0,767.0,1557.0,669.0,4.4107,INLAND
15585,-119.81,36.85,17.0,2340.0,370.0,1174.0,396.0,4.2304,INLAND
6480,-118.23,33.92,24.0,1555.0,406.0,1665.0,361.0,1.6437,<1H OCEAN
8782,-118.36,33.98,45.0,1559.0,305.0,891.0,341.0,4.4038,<1H OCEAN
14567,-122.54,37.74,42.0,2006.0,415.0,1230.0,435.0,4.1786,NEAR OCEAN
7316,-122.17,38.06,16.0,3515.0,626.0,1764.0,626.0,4.4397,NEAR BAY
5243,-117.9,33.8,22.0,2964.0,829.0,2639.0,771.0,2.4833,<1H OCEAN
15147,-122.3,37.88,46.0,1647.0,376.0,854.0,355.0,2.9,NEAR BAY
12767,-120.96,41.12,29.0,779.0,136.0,364.0,123.0,2.5,INLAND
1248,-118.08,33.93,33.0,2263.0,511.0,1626.0,457.0,3.5556,<1H OCEAN
11593,-117.31,34.08,43.0,1697.0,387.0,1181.0,352.0,1.9234,INLAND
838,-118.01,34.16,47.0,1745.0,270.0,753.0,275.0,5.532,INLAND
13968,-118.39,34.05,42.0,1467.0,203.0,577.0,204.0,6.6368,<1H OCEAN
13053,-122.25,40.15,15.0,1677.0,346.0,858.0,327.0,2.4375,INLAND
13505,-117.92,33.68,28.0,3397.0,597.0,1397.0,560.0,4.8125,<1H OCEAN
14059,-120.72,38.94,10.0,1604.0,352.0,540.0,190.0,3.7625,INLAND
14644,-118.41,34.3,28.0,3187.0,569.0,2205.0,559.0,5.1668,<1H OCEAN
17272,-117.28,34.14,40.0,2190.0,496.0,1214.0,493.0,2.3947,INLAND
5883,-118.18,33.98,36.0,903.0,266.0,1068.0,251.0,3.0398,<1H OCEAN
17227,-122.65,38.48,17.0,1090.0,164.0,473.0,163.0,5.5061,<1H OCEAN
13602,-122.2,39.52,39.0,2551.0,482.0,1181.0,437.0,2.0625,INLAND
4109,-117.8,33.85,16.0,4151.0,637.0,1558.0,604.0,5.806,<1H OCEAN
19608,-117.62,33.42,23.0,2656.0,515.0,998.0,435.0,4.0294,NEAR OCEAN
14345,-119.7,34.42,41.0,725.0,239.0,582.0,214.0,3.1667,<1H OCEAN
11831,-117.88,34.13,33.0,3713.0,718.0,2106.0,720.0,4.0023,<1H OCEAN
6140,-118.08,33.99,38.0,1683.0,328.0,1369.0,339.0,3.6196,<1H OCEAN
14082,-122.65,38.27,9.0,4764.0,816.0,2077.0,755.0,5.1391,<1H OCEAN
20238,-122.89,38.4,22.0,2900.0,538.0,1445.0,515.0,4.511,<1H OCEAN
19445,-118.48,34.05,48.0,3623.0,528.0,1282.0,516.0,9.5221,<1H OCEAN
11556,-120.02,36.95,25.0,2115.0,482.0,1976.0,474.0,1.8431,INLAND
8840,-122.09,37.36,37.0,1550.0,238.0,805.0,250.0,5.0222,NEAR BAY
4270,-117.34,34.1,14.0,11827.0,2445.0,6640.0,2299.0,2.4878,INLAND
7980,-119.75,36.78,35.0,1129.0,220.0,474.0,242.0,2.4405,INLAND
14937,-122.79,38.42,9.0,4967.0,885.0,2581.0,915.0,5.038,<1H OCEAN
12228,-122.08,37.68,26.0,1167.0,370.0,253.0,137.0,2.4196,NEAR BAY
5803,-118.33,34.0,24.0,873.0,320.0,529.0,308.0,0.9304,<1H OCEAN
8019,-118.48,34.05,36.0,2143.0,434.0,751.0,396.0,6.7496,<1H OCEAN
12577,-121.99,36.99,16.0,1592.0,369.0,1039.0,351.0,3.6364,NEAR OCEAN
20310,-121.82,39.75,37.0,2236.0,372.0,974.0,379.0,3.2016,INLAND
5230,-122.23,37.47,39.0,5264.0,1259.0,3057.0,1265.0,3.623,NEAR OCEAN
6012,-118.31,34.08,30.0,1390.0,457.0,1460.0,423.0,2.2422,<1H OCEAN
1783,-117.31,33.1,15.0,2392.0,446.0,747.0,421.0,3.5341,NEAR OCEAN
20588,-121.59,39.15,5.0,1922.0,489.0,938.0,439.0,2.0474,INLAND
3649,-122.55,37.59,31.0,1331.0,245.0,598.0,225.0,4.1827,NEAR OCEAN
19051,-119.05,35.36,16.0,4507.0,1049.0,2261.0,959.0,3.3261,INLAND
3707,-121.19,38.71,11.0,4415.0,,1520.0,627.0,3.2321,INLAND
17253,-122.09,37.11,32.0,2637.0,489.0,1031.0,410.0,3.6474,NEAR OCEAN
12127,-122.74,38.42,42.0,2050.0,434.0,1073.0,416.0,2.375,<1H OCEAN
11276,-117.19,34.03,36.0,2223.0,361.0,942.0,331.0,4.6806,INLAND
8253,-120.64,35.65,9.0,3466.0,673.0,2356.0,619.0,2.9926,<1H OCEAN
3709,-118.47,34.27,35.0,1150.0,185.0,741.0,178.0,5.741,<1H OCEAN
18422,-118.48,34.04,36.0,2539.0,535.0,979.0,500.0,3.6667,<1H OCEAN
13767,-122.41,37.73,42.0,2604.0,573.0,1703.0,507.0,3.4231,NEAR BAY
8142,-118.04,34.07,52.0,177.0,59.0,269.0,75.0,2.3611,<1H OCEAN
6986,-117.08,33.11,28.0,2094.0,585.0,1556.0,563.0,2.2,<1H OCEAN
19590,-121.76,41.5,31.0,602.0,153.0,112.0,47.0,1.0667,INLAND
8052,-117.94,33.64,24.0,1097.0,307.0,470.0,333.0,1.6389,<1H OCEAN
1875,-118.38,34.17,33.0,1588.0,454.0,739.0,392.0,2.8208,<1H OCEAN
730,-118.36,33.92,26.0,3695.0,1144.0,2308.0,1009.0,2.6667,<1H OCEAN
6539,-119.98,36.86,31.0,2366.0,482.0,1933.0,433.0,3.0234,INLAND
1468,-122.03,37.62,32.0,2964.0,547.0,1472.0,527.0,4.2468,NEAR BAY
20371,-122.34,41.21,26.0,178.0,40.0,55.0,25.0,2.0375,INLAND
7187,-117.32,34.06,52.0,802.0,160.0,564.0,131.0,2.1591,INLAND
18362,-118.25,33.88,37.0,1027.0,217.0,1042.0,254.0,2.2121,<1H OCEAN
10579,-122.41,37.75,52.0,2452.0,623.0,1932.0,549.0,2.3903,NEAR BAY
3445,-118.34,33.83,34.0,1761.0,329.0,965.0,329.0,5.399,<1H OCEAN
3772,-121.01,37.72,23.0,1373.0,264.0,677.0,245.0,2.5486,INLAND
9058,-118.34,34.86,11.0,7353.0,1482.0,3571.0,1308.0,2.8097,INLAND
12856,-121.87,37.99,15.0,2203.0,312.0,1051.0,311.0,4.9783,INLAND
8159,-122.04,36.97,49.0,792.0,136.0,331.0,137.0,5.2128,NEAR OCEAN
11421,-118.16,34.03,40.0,2201.0,636.0,2682.0,595.0,2.359,<1H OCEAN
12567,-122.35,37.98,34.0,3756.0,726.0,2237.0,686.0,3.7562,NEAR BAY
9898,-122.03,37.62,35.0,1298.0,236.0,632.0,204.0,3.8929,NEAR BAY
9029,-118.01,33.75,30.0,3380.0,722.0,2269.0,652.0,4.525,<1H OCEAN
2837,-122.18,37.77,42.0,1180.0,257.0,877.0,268.0,2.8125,NEAR BAY
16950,-117.01,32.76,22.0,3626.0,824.0,1800.0,769.0,2.8594,<1H OCEAN
18045,-117.76,33.86,14.0,3666.0,442.0,1400.0,433.0,10.1316,<1H OCEAN
14931,-117.14,32.76,24.0,3523.0,991.0,1775.0,873.0,2.1273,NEAR OCEAN
5524,-119.97,38.93,24.0,856.0,185.0,388.0,108.0,3.1806,INLAND
3191,-118.11,33.9,36.0,1347.0,278.0,748.0,278.0,5.1423,<1H OCEAN
9776,-119.1,36.21,38.0,727.0,173.0,559.0,176.0,2.4653,INLAND
20193,-116.89,32.99,14.0,2816.0,501.0,1448.0,452.0,5.0278,<1H OCEAN
7090,-118.36,34.03,36.0,1083.0,342.0,1023.0,295.0,2.1324,<1H OCEAN
16009,-118.37,33.95,5.0,6955.0,2062.0,3591.0,1566.0,3.111,<1H OCEAN
14970,-118.61,34.2,16.0,1718.0,467.0,896.0,475.0,3.6296,<1H OCEAN
18879,-118.16,33.91,35.0,1403.0,338.0,1415.0,367.0,3.0967,<1H OCEAN
180,-118.15,34.19,48.0,1854.0,360.0,1126.0,382.0,3.2216,<1H OCEAN
17456,-117.7,33.47,21.0,1857.0,399.0,881.0,380.0,3.8403,<1H OCEAN
1918,-117.05,32.75,36.0,2024.0,,1030.0,390.0,3.8233,NEAR OCEAN
6035,-118.45,34.03,41.0,2083.0,528.0,993.0,481.0,4.0231,<1H OCEAN
14478,-119.82,36.64,30.0,1694.0,312.0,1008.0,321.0,2.2466,INLAND
13504,-122.25,37.47,35.0,3183.0,515.0,1313.0,487.0,5.9062,NEAR OCEAN
20342,-122.45,37.78,43.0,1452.0,397.0,897.0,393.0,4.1319,NEAR BAY
18183,-120.02,38.91,22.0,2138.0,493.0,829.0,330.0,2.2056,INLAND
5098,-117.18,34.06,52.0,954.0,233.0,533.0,239.0,1.3021,INLAND
769,-118.62,34.2,32.0,3233.0,553.0,1678.0,545.0,5.0025,<1H OCEAN
219,-122.26,37.55,17.0,4576.0,814.0,1941.0,807.0,5.9572,NEAR BAY
5456,-121.27,37.96,52.0,583.0,114.0,310.0,93.0,2.5625,INLAND
3824,-119.18,34.23,16.0,4609.0,1220.0,2147.0,1007.0,3.375,NEAR OCEAN
908,-122.07,37.86,23.0,1025.0,205.0,263.0,191.0,3.12,NEAR BAY
12684,-119.8,36.73,45.0,925.0,231.0,797.0,228.0,1.7011,INLAND
3286,-118.32,33.94,37.0,1487.0,296.0,863.0,291.0,3.1563,<1H OCEAN
16867,-122.41,37.8,52.0,2450.0,741.0,1415.0,664.0,2.8229,NEAR BAY
19455,-118.14,33.91,32.0,1981.0,472.0,1371.0,431.0,3.1204,<1H OCEAN
6249,-117.87,34.15,24.0,5745.0,735.0,2061.0,679.0,8.2827,INLAND
13041,-117.96,33.68,25.0,2004.0,349.0,1085.0,343.0,4.7656,<1H OCEAN
3703,-118.17,33.86,44.0,1701.0,396.0,1091.0,384.0,3.025,<1H OCEAN
8346,-115.5,32.68,18.0,3631.0,913.0,3565.0,924.0,1.5931,INLAND
5242,-118.19,34.06,37.0,1715.0,456.0,2052.0,440.0,2.3125,<1H OCEAN
6562,-115.32,32.82,34.0,591.0,139.0,327.0,89.0,3.6528,INLAND
10983,-121.94,37.8,8.0,11336.0,1657.0,4089.0,1555.0,7.8287,<1H OCEAN
6227,-118.28,34.09,52.0,2273.0,663.0,1480.0,597.0,2.3333,<1H OCEAN
