"","age","balance","campaign","contact","day","default","duration","education","housing","job","loan","marital","month","pdays","poutcome","previous","y"
"21473",58,2180,4,"cellular",18,"no",273,"unknown","no","admin.","no","married","aug",-1,"unknown",0,"no"
"21480",35,2251,8,"cellular",19,"no",151,"secondary","no","self-employed","no","married","aug",-1,"unknown",0,"no"
"21482",45,2119,15,"cellular",19,"no",120,"secondary","no","unknown","no","married","aug",-1,"unknown",0,"no"
"21484",38,216,4,"cellular",19,"no",141,"tertiary","no","technician","no","married","aug",-1,"unknown",0,"no"
"21485",31,0,2,"cellular",19,"no",81,"secondary","no","management","no","married","aug",-1,"unknown",0,"no"
"21486",52,204,2,"cellular",19,"no",123,"primary","no","admin.","no","married","aug",-1,"unknown",0,"no"
"21487",33,610,7,"cellular",19,"no",116,"secondary","no","services","yes","married","aug",-1,"unknown",0,"no"
"21489",53,180,2,"cellular",19,"no",58,"secondary","no","technician","yes","married","aug",-1,"unknown",0,"no"
"21490",47,0,2,"cellular",19,"no",203,"secondary","no","technician","no","married","aug",-1,"unknown",0,"no"
"21491",56,63,2,"cellular",19,"no",122,"primary","no","retired","no","married","aug",-1,"unknown",0,"no"
"21492",32,470,2,"cellular",19,"no",286,"tertiary","no","management","no","single","aug",-1,"unknown",0,"no"
"21493",38,3278,14,"cellular",19,"no",645,"secondary","no","technician","no","single","aug",-1,"unknown",0,"yes"
"21498",59,0,2,"cellular",19,"no",112,"tertiary","no","management","no","married","aug",-1,"unknown",0,"no"
"21499",60,225,2,"cellular",19,"no",54,"tertiary","no","retired","no","married","aug",-1,"unknown",0,"no"
"21501",35,854,20,"cellular",19,"no",133,"tertiary","no","management","yes","married","aug",-1,"unknown",0,"no"
"21504",37,115,2,"cellular",19,"no",78,"tertiary","no","management","no","married","aug",-1,"unknown",0,"no"
"21505",32,146,2,"cellular",19,"no",162,"tertiary","no","management","no","single","aug",-1,"unknown",0,"no"
"21506",31,6562,2,"cellular",19,"no",118,"tertiary","yes","technician","no","married","aug",-1,"unknown",0,"no"
"21507",56,0,15,"cellular",19,"no",432,"secondary","no","blue-collar","no","married","aug",-1,"unknown",0,"no"
"21508",48,4060,2,"cellular",19,"no",331,"tertiary","no","management","no","married","aug",-1,"unknown",0,"no"
"21511",47,43,2,"cellular",19,"no",222,"primary","no","blue-collar","no","married","aug",-1,"unknown",0,"no"
"21512",47,0,2,"cellular",19,"no",213,"tertiary","no","management","no","married","aug",-1,"unknown",0,"no"
"21513",30,-274,2,"cellular",19,"no",166,"secondary","yes","management","yes","divorced","aug",-1,"unknown",0,"no"
"21514",36,140,9,"cellular",19,"no",100,"secondary","yes","technician","no","single","aug",-1,"unknown",0,"no"
"21515",41,1,4,"cellular",19,"no",55,"secondary","no","self-employed","no","married","aug",-1,"unknown",0,"no"
"21517",48,0,2,"cellular",19,"no",215,"secondary","no","technician","no","married","aug",-1,"unknown",0,"no"
"21518",48,3,2,"cellular",19,"no",104,"unknown","no","unknown","no","married","aug",-1,"unknown",0,"no"
"21519",45,571,5,"cellular",19,"no",361,"secondary","yes","self-employed","no","married","aug",-1,"unknown",0,"no"
"21520",53,4380,7,"telephone",19,"no",223,"secondary","no","blue-collar","no","married","aug",-1,"unknown",0,"no"
"21521",60,3043,3,"cellular",19,"no",235,"secondary","no","admin.","no","married","aug",-1,"unknown",0,"no"
"21522",53,210,2,"cellular",19,"no",96,"tertiary","no","management","no","married","aug",-1,"unknown",0,"no"
"21523",47,0,2,"cellular",19,"no",210,"secondary","no","technician","no","married","aug",-1,"unknown",0,"no"
"21526",60,0,2,"cellular",19,"no",83,"secondary","no","technician","no","married","aug",-1,"unknown",0,"no"
"21527",57,1179,2,"cellular",19,"no",189,"secondary","no","entrepreneur","no","married","aug",-1,"unknown",0,"no"
"21528",56,74,2,"cellular",19,"no",144,"secondary","no","retired","no","married","aug",-1,"unknown",0,"no"
"21529",57,295,11,"cellular",19,"no",151,"secondary","no","technician","no","married","aug",-1,"unknown",0,"no"
"21530",49,25,2,"cellular",19,"no",51,"secondary","yes","technician","yes","married","aug",-1,"unknown",0,"no"
"21534",38,103,4,"cellular",19,"no",490,"tertiary","no","technician","no","single","aug",-1,"unknown",0,"no"
"21535",59,613,2,"cellular",19,"no",75,"unknown","no","retired","no","married","aug",-1,"unknown",0,"no"
"21536",48,-95,9,"cellular",19,"no",134,"secondary","no","unknown","no","married","aug",-1,"unknown",0,"no"
"21537",49,0,2,"cellular",19,"no",141,"secondary","no","management","no","married","aug",-1,"unknown",0,"no"
"21538",49,-962,2,"cellular",19,"no",295,"tertiary","yes","admin.","no","married","aug",-1,"unknown",0,"no"
"21539",32,0,6,"cellular",19,"no",198,"tertiary","no","management","no","married","aug",-1,"unknown",0,"no"
"21540",44,54,2,"cellular",19,"no",199,"secondary","no","technician","yes","single","aug",-1,"unknown",0,"no"
"21542",51,-202,4,"cellular",19,"no",504,"tertiary","no","management","no","divorced","aug",-1,"unknown",0,"no"
"21543",49,0,2,"cellular",19,"no",68,"tertiary","no","technician","no","divorced","aug",-1,"unknown",0,"no"
"21544",43,143,2,"cellular",19,"no",101,"tertiary","no","management","no","married","aug",-1,"unknown",0,"no"
"21545",34,72,2,"cellular",19,"no",113,"tertiary","no","housemaid","no","married","aug",-1,"unknown",0,"no"
"21546",42,2137,4,"cellular",19,"no",121,"tertiary","no","management","no","married","aug",-1,"unknown",0,"no"
"21547",40,1063,2,"cellular",19,"no",264,"tertiary","yes","technician","yes","married","aug",-1,"unknown",0,"no"
"21550",60,0,4,"cellular",19,"no",359,"secondary","no","retired","no","married","aug",-1,"unknown",0,"no"
"21552",47,1884,2,"cellular",19,"no",74,"tertiary","yes","management","yes","married","aug",-1,"unknown",0,"no"
"21553",34,5399,4,"cellular",19,"no",227,"tertiary","no","management","no","married","aug",-1,"unknown",0,"no"
"21555",46,687,13,"cellular",19,"no",125,"primary","no","blue-collar","no","married","aug",-1,"unknown",0,"no"
"21557",50,1759,2,"cellular",19,"no",101,"tertiary","no","management","no","married","aug",-1,"unknown",0,"no"
"21558",53,6657,8,"cellular",19,"no",128,"secondary","yes","blue-collar","no","married","aug",-1,"unknown",0,"no"
"21560",57,31,2,"cellular",19,"no",260,"tertiary","no","retired","no","married","aug",-1,"unknown",0,"no"
"21561",32,47,4,"cellular",19,"no",133,"tertiary","no","management","no","single","aug",-1,"unknown",0,"no"
"21562",49,673,2,"cellular",19,"no",501,"secondary","yes","technician","no","married","aug",-1,"unknown",0,"no"
"21564",45,740,2,"cellular",19,"no",109,"secondary","no","admin.","yes","married","aug",-1,"unknown",0,"no"
"21565",56,33,2,"cellular",19,"no",97,"secondary","yes","admin.","no","married","aug",-1,"unknown",0,"no"
"21567",60,-410,2,"cellular",19,"no",143,"secondary","no","technician","no","married","aug",-1,"unknown",0,"no"
"21568",47,83,2,"cellular",19,"no",149,"tertiary","no","management","no","divorced","aug",-1,"unknown",0,"no"
"21570",57,1183,4,"cellular",19,"no",111,"primary","no","housemaid","no","married","aug",-1,"unknown",0,"no"
"21571",33,27,2,"cellular",19,"no",332,"tertiary","no","technician","no","single","aug",-1,"unknown",0,"no"
"21572",41,240,2,"cellular",19,"no",290,"secondary","no","technician","no","married","aug",-1,"unknown",0,"no"
"21574",48,0,2,"cellular",19,"no",58,"tertiary","no","technician","no","married","aug",-1,"unknown",0,"no"
"21576",42,95,6,"cellular",19,"no",119,"secondary","no","self-employed","no","married","aug",-1,"unknown",0,"no"
"21580",32,644,2,"cellular",19,"no",100,"tertiary","no","management","no","married","aug",-1,"unknown",0,"no"
"21582",30,0,2,"cellular",19,"no",178,"tertiary","no","management","no","married","aug",-1,"unknown",0,"no"
"21583",42,0,4,"telephone",19,"no",225,"tertiary","no","management","no","divorced","aug",-1,"unknown",0,"no"
"21584",46,182,4,"cellular",19,"no",160,"secondary","no","technician","no","single","aug",-1,"unknown",0,"no"
"21586",55,2537,5,"cellular",19,"no",97,"tertiary","no","management","no","married","aug",-1,"unknown",0,"no"
"21587",39,5495,6,"cellular",19,"no",391,"tertiary","yes","management","no","married","aug",-1,"unknown",0,"no"
"21588",34,0,2,"cellular",19,"no",130,"secondary","no","technician","no","single","aug",-1,"unknown",0,"no"
"21589",36,734,2,"cellular",19,"no",276,"tertiary","no","unemployed","no","divorced","aug",-1,"unknown",0,"no"
"21590",48,348,4,"cellular",19,"no",159,"tertiary","no","technician","no","married","aug",-1,"unknown",0,"no"
"21592",42,356,4,"cellular",19,"no",129,"tertiary","no","management","no","married","aug",-1,"unknown",0,"no"
"21593",40,51,2,"cellular",19,"no",164,"tertiary","no","management","no","married","aug",-1,"unknown",0,"no"
"21594",30,1596,2,"cellular",19,"no",195,"tertiary","yes","self-employed","no","married","aug",-1,"unknown",0,"no"
"21595",32,0,2,"cellular",19,"no",167,"tertiary","no","entrepreneur","no","married","aug",-1,"unknown",0,"no"
"21596",42,1079,6,"cellular",19,"no",117,"secondary","no","management","no","married","aug",-1,"unknown",0,"no"
"21600",33,801,4,"cellular",19,"no",133,"tertiary","no","management","no","married","aug",-1,"unknown",0,"no"
"21601",31,-446,4,"cellular",19,"no",156,"tertiary","no","management","no","single","aug",-1,"unknown",0,"no"
"21602",32,4133,6,"cellular",19,"no",175,"secondary","no","technician","no","married","aug",-1,"unknown",0,"no"
"21605",58,0,6,"cellular",19,"no",109,"primary","no","admin.","no","married","aug",-1,"unknown",0,"no"
"21606",56,1282,4,"cellular",19,"no",323,"tertiary","no","management","no","married","aug",-1,"unknown",0,"no"
"21607",41,712,2,"cellular",19,"no",409,"secondary","no","technician","no","married","aug",-1,"unknown",0,"no"
"21608",54,127,4,"cellular",19,"no",176,"primary","no","housemaid","no","married","aug",-1,"unknown",0,"no"
"21610",39,0,4,"cellular",19,"no",92,"primary","yes","housemaid","no","married","aug",-1,"unknown",0,"no"
"21612",60,2149,4,"cellular",19,"no",222,"tertiary","no","self-employed","no","married","aug",-1,"unknown",0,"no"
"21614",34,52,4,"cellular",19,"no",90,"secondary","no","technician","no","single","aug",-1,"unknown",0,"no"
"21615",57,0,4,"cellular",19,"no",188,"tertiary","no","management","no","married","aug",-1,"unknown",0,"no"
"21616",33,0,8,"cellular",19,"no",275,"tertiary","yes","management","yes","divorced","aug",-1,"unknown",0,"no"
"21620",53,139,17,"cellular",19,"no",28,"secondary","yes","services","no","married","aug",-1,"unknown",0,"no"
"21621",43,483,6,"cellular",19,"no",950,"tertiary","no","management","no","single","aug",-1,"unknown",0,"yes"
"21622",60,600,6,"cellular",19,"no",99,"primary","no","retired","no","married","aug",-1,"unknown",0,"no"
"21623",36,0,6,"cellular",19,"no",120,"secondary","no","technician","no","married","aug",-1,"unknown",0,"no"
"21624",55,17,4,"cellular",19,"no",129,"tertiary","no","management","no","divorced","aug",-1,"unknown",0,"no"
"21626",37,46,4,"cellular",19,"no",119,"secondary","no","entrepreneur","yes","married","aug",-1,"unknown",0,"no"
"21627",34,66,2,"cellular",19,"no",74,"tertiary","no","technician","yes","divorced","aug",-1,"unknown",0,"no"
"21628",57,2120,4,"cellular",19,"no",687,"secondary","no","admin.","no","married","aug",-1,"unknown",0,"yes"
"21629",51,91,2,"cellular",19,"no",224,"secondary","no","admin.","no","married","aug",-1,"unknown",0,"no"
"21630",30,0,2,"cellular",19,"no",292,"tertiary","no","management","no","single","aug",-1,"unknown",0,"no"
"21631",48,3,2,"cellular",19,"no",289,"secondary","no","blue-collar","yes","married","aug",-1,"unknown",0,"no"
"21632",30,27,2,"cellular",19,"no",163,"secondary","yes","technician","no","married","aug",-1,"unknown",0,"no"
"21633",31,0,4,"cellular",19,"no",155,"tertiary","no","management","no","single","aug",-1,"unknown",0,"no"
"21634",34,5547,6,"cellular",19,"no",73,"tertiary","yes","technician","no","married","aug",-1,"unknown",0,"no"
"21635",40,171,3,"cellular",19,"no",1241,"tertiary","no","management","no","single","aug",-1,"unknown",0,"no"
"21636",35,141,2,"cellular",19,"no",299,"secondary","yes","technician","no","married","aug",-1,"unknown",0,"no"
"21637",36,60,2,"cellular",19,"no",209,"tertiary","no","technician","no","married","aug",-1,"unknown",0,"no"
"21638",49,8413,6,"cellular",19,"no",131,"tertiary","no","admin.","no","married","aug",-1,"unknown",0,"no"
"21639",36,71,2,"cellular",19,"no",587,"tertiary","no","technician","no","married","aug",-1,"unknown",0,"no"
"21641",52,605,4,"cellular",19,"no",191,"tertiary","no","self-employed","no","married","aug",-1,"unknown",0,"no"
"21648",33,808,16,"cellular",19,"no",12,"tertiary","yes","management","no","married","aug",-1,"unknown",0,"no"
"21649",31,0,2,"cellular",19,"no",133,"tertiary","no","management","no","single","aug",-1,"unknown",0,"no"
"21651",46,401,2,"unknown",19,"no",69,"secondary","no","technician","no","single","aug",-1,"unknown",0,"no"
"21652",44,1127,8,"cellular",19,"no",82,"secondary","yes","technician","no","married","aug",-1,"unknown",0,"no"
"21654",40,119,2,"cellular",19,"no",258,"tertiary","no","unknown","no","married","aug",-1,"unknown",0,"no"
"21656",43,42,2,"cellular",19,"no",696,"tertiary","yes","housemaid","no","divorced","aug",-1,"unknown",0,"no"
"21657",30,-189,2,"cellular",19,"no",105,"secondary","no","technician","no","married","aug",-1,"unknown",0,"no"
"21658",57,929,8,"cellular",19,"no",387,"tertiary","no","management","no","married","aug",-1,"unknown",0,"no"
"21661",40,0,2,"cellular",19,"no",60,"secondary","no","technician","no","divorced","aug",-1,"unknown",0,"no"
"21663",43,0,2,"cellular",19,"no",103,"secondary","no","technician","no","married","aug",-1,"unknown",0,"no"
"21665",45,487,4,"cellular",19,"no",110,"primary","yes","blue-collar","no","married","aug",-1,"unknown",0,"no"
"21668",55,-408,9,"cellular",19,"no",528,"tertiary","no","management","no","married","aug",-1,"unknown",0,"no"
"21670",34,82,4,"cellular",19,"no",292,"tertiary","no","technician","no","single","aug",-1,"unknown",0,"no"
"21671",30,5,6,"cellular",19,"no",120,"secondary","no","technician","no","single","aug",-1,"unknown",0,"no"
"21672",45,251,2,"cellular",19,"no",102,"secondary","yes","admin.","no","married","aug",-1,"unknown",0,"no"
"21673",45,0,2,"cellular",19,"no",92,"primary","no","blue-collar","no","married","aug",-1,"unknown",0,"no"
"21676",55,168,2,"cellular",19,"no",79,"secondary","no","retired","no","married","aug",-1,"unknown",0,"no"
"21677",58,0,2,"cellular",19,"no",153,"secondary","no","retired","no","married","aug",-1,"unknown",0,"no"
"21678",33,1465,4,"cellular",19,"no",98,"tertiary","no","blue-collar","no","married","aug",-1,"unknown",0,"no"
"21679",31,297,4,"cellular",19,"no",551,"secondary","no","technician","no","married","aug",-1,"unknown",0,"no"
"21681",34,-292,6,"cellular",19,"no",181,"tertiary","yes","management","no","single","aug",-1,"unknown",0,"no"
"21682",39,1373,2,"cellular",19,"no",386,"tertiary","no","management","no","married","aug",-1,"unknown",0,"no"
"21684",50,-1415,2,"cellular",19,"no",358,"secondary","no","admin.","no","married","aug",-1,"unknown",0,"no"
"21685",42,58,2,"cellular",19,"no",153,"secondary","no","technician","no","divorced","aug",-1,"unknown",0,"no"
"21686",57,-133,2,"cellular",19,"no",197,"secondary","no","retired","no","married","aug",-1,"unknown",0,"no"
"21687",60,420,2,"cellular",19,"no",245,"primary","no","retired","no","married","aug",-1,"unknown",0,"no"
"21690",59,0,2,"cellular",19,"no",288,"primary","no","retired","no","married","aug",-1,"unknown",0,"no"
"21692",53,3429,4,"cellular",19,"no",280,"secondary","no","technician","no","married","aug",-1,"unknown",0,"no"
"21694",47,5401,2,"cellular",19,"no",824,"secondary","no","admin.","no","married","aug",-1,"unknown",0,"no"
"21698",32,29,2,"cellular",19,"no",156,"secondary","no","technician","no","single","aug",-1,"unknown",0,"no"
"21700",46,966,2,"cellular",19,"no",40,"secondary","yes","technician","yes","married","aug",-1,"unknown",0,"no"
"21703",35,86,3,"cellular",19,"no",144,"tertiary","yes","management","no","married","aug",-1,"unknown",0,"no"
"21704",46,0,1,"cellular",19,"no",42,"secondary","no","technician","no","single","aug",-1,"unknown",0,"no"
"21705",35,299,5,"cellular",19,"no",1059,"tertiary","no","management","no","married","aug",-1,"unknown",0,"no"
"21706",33,2666,3,"cellular",19,"no",117,"secondary","no","technician","no","married","aug",-1,"unknown",0,"no"
"21707",52,7135,3,"cellular",19,"no",1032,"tertiary","no","management","no","married","aug",-1,"unknown",0,"yes"
"21709",32,60,7,"cellular",19,"no",153,"tertiary","no","technician","no","married","aug",-1,"unknown",0,"no"
"21710",56,5,1,"cellular",19,"no",98,"secondary","no","technician","no","divorced","aug",-1,"unknown",0,"no"
"21711",49,5,1,"cellular",19,"no",202,"unknown","no","blue-collar","no","married","aug",-1,"unknown",0,"no"
"21713",56,0,1,"cellular",19,"no",130,"unknown","no","self-employed","no","married","aug",-1,"unknown",0,"no"
